Evaluations,Played,Time
20736,7,1.216076
12288,5,0.612038
20736,7,1.056066
9276,5,0.444028
11752,6,0.612038
13440,5,0.672041999999999
21888,7,1.180074
13632,6,0.700043
13056,6,0.644041000000001
21696,6,1.160072
16320,5,0.848052999999998
14784,6,0.748047000000001
16572,7,0.884055
19512,7,1.108069
14784,6,0.800050000000001
3674,6,0.212014
20928,5,1.100068
16704,4,0.848053
11904,6,0.616038999999999
4276,6,0.220014000000001
9408,5,0.464029000000002
12216,5,0.640039999999999
15936,6,0.908055999999998
11136,5,0.548035000000002
8130,6,0.420026
16512,6,0.940058999999998
8832,5,0.49203
15360,6,0.844053000000002
11712,5,0.600037999999998
15360,6,0.820050999999999
15936,6,0.828052
13056,6,0.680042
13632,6,0.748047
14784,6,0.816051000000002
14136,6,0.788049000000001
3322,5,0.232015000000001
17088,6,0.948058999999997
14208,6,0.728045000000002
16512,6,0.876055000000001
17856,7,0.936059
8640,4,0.436026999999999
14016,5,0.784049
1034,4,0.0920060000000014
15936,6,0.832052000000001
11064,5,0.568034999999995
12288,5,0.644040000000004
17088,6,0.944058999999996
18432,7,1.024064
19392,6,1.084068
18240,6,0.968060999999999
13056,6,0.660041
13632,6,0.716045000000001
10560,5,0.524031999999998
21888,7,1.184074
16320,5,0.836053
27264,8,1.456091
14784,6,0.816050999999995
14016,5,0.756047000000002
13632,6,0.700043999999998
20928,5,1.136071
8256,5,0.436027000000003
18240,6,0.996061999999995
11136,5,0.588037000000007
4988,5,0.476029999999994
4734,6,0.236014000000004
15168,5,0.800049999999999
12904,6,0.664042000000002
26496,7,1.472092
23664,7,1.364085
5373,5,0.300018999999999
10680,6,0.564034999999997
16056,7,0.852053000000005
13680,6,0.748047
21312,7,1.22407699999999
10560,5,0.564035000000004
12864,5,0.672041999999998
9216,4,0.496031000000002
10560,5,0.568035000000002
14592,5,0.848053
18816,6,1.12007
13632,6,0.736046000000002
14784,6,0.828052
10560,5,0.536034000000001
13056,6,0.660041
11520,4,0.612037999999991
13440,5,0.740046000000007
26496,7,1.5881
15168,5,0.840052
11712,5,0.596036999999995
4700,5,0.496031000000002
14784,6,0.764048000000003
23616,7,1.312082
14784,6,0.796049999999994
17472,5,1.028064
21120,6,1.216076
8064,4,0.396025000000009
16512,6,0.860053999999991
15360,6,0.872054000000006
14784,6,0.804050000000004
15168,5,0.82005199999999
15744,5,0.836052000000009
10600,6,0.584035999999998
6910,5,0.380023999999992
16512,6,0.916057000000009
11712,5,0.620038999999991
18240,6,0.992062000000004
12480,6,0.656041000000002
6336,4,0.356021999999996
15360,6,0.860054000000005
1052,4,0.0880059999999929
12288,5,0.656041000000002
14208,6,0.744045999999997
2754,5,0.172011000000012
4266,5,0.228013999999988
13056,6,0.70404400000001
17088,6,0.932057999999998
14784,6,0.768047999999993
11136,5,0.580037000000004
14592,5,0.808049999999994
14208,6,0.780049000000005
13684,7,0.804050000000004
8760,5,0.440027999999998
15976,7,0.940057999999993
9528,6,0.488031000000007
15936,6,0.904055999999997
25080,6,1.460092
4848,5,0.288017999999994
15168,5,0.832052000000004
2877,4,0.428026000000003
18240,6,1.024064
23040,7,1.25207900000001
19584,7,1.092068
15360,6,0.808049999999994
4472,6,0.508032
15552,4,0.884055000000004
8640,4,0.456029000000001
11712,5,0.616038000000003
11176,6,0.588037
902,4,0.116006999999996
9408,5,0.536034000000001
13560,6,0.760047
14016,5,0.736046000000002
10680,6,0.624038999999996
6008,6,0.296019000000001
20160,7,1.068067
9984,5,0.496031000000002
13056,6,0.676041999999995
14328,7,0.792049000000006
16512,6,0.944058999999996
19392,6,1.11207
10104,6,0.560034999999999
8952,6,0.520032
21120,6,1.176074
9984,5,0.544033999999996
15552,7,0.920057
2937,5,0.440027999999998
11136,5,0.608038000000008
8832,5,0.440027000000001
9528,6,0.560034999999999
16512,6,0.888055999999992
9528,6,0.480029999999999
3504,4,0.152009000000007
8832,5,0.520032999999998
15288,6,0.884055000000004
24384,8,1.352085
15360,6,0.840052
10988,6,0.680042999999998
14208,6,0.83205199999999
19584,7,1.19207400000001
11904,6,0.672042000000005
15360,6,0.836051999999995
18240,6,1.00806299999999
18624,5,1.004063
13560,6,0.716045000000008
19392,6,1.132071
11712,5,0.636039000000011
11712,5,0.652040999999997
3191,5,0.180010999999979
5184,4,0.332021000000026
9792,4,0.500030999999979
16512,6,0.872055000000017
8700,5,0.456028000000003
6004,6,0.280017999999984
13056,6,0.712043999999992
17856,7,1.02006400000002
19392,6,1.14007100000001
15360,6,0.864053999999982
14784,6,0.804051000000015
12864,5,0.676041999999995
19632,7,1.108069
10560,5,0.540033999999991
2589,4,0.384024000000011
1022,4,0.056003000000004
15936,6,0.900056999999975
9984,5,0.540033000000022
12480,6,0.660042000000004
4536,4,0.216012999999975
2944,6,0.188012000000015
4736,6,0.268016999999986
2352,4,0.104005999999998
