Played,Evaluations,Time
4736,6,0.489999999999995
2525,6,0.219999999999999
3136,5,0.27000000000001
4928,6,0.489999999999995
6336,7,0.640000000000001
2572,6,0.25
2688,4,0.25
7488,7,0.810000000000002
431,4,0.0499999999999972
3933,7,0.359999999999999
5824,5,0.540000000000006
2328,5,0.209999999999994
4672,5,0.439999999999998
256,2,0.0400000000000063
2352,5,0.200000000000003
469,5,0.039999999999992
4736,6,0.460000000000008
7040,6,0.72999999999999
5184,7,0.52000000000001
8320,8,0.890000000000001
3968,6,0.399999999999991
4352,6,0.460000000000008
5120,6,0.539999999999992
3712,5,0.370000000000005
4288,5,0.420000000000002
4864,5,0.459999999999994
5504,6,0.519999999999996
64,3,0.0200000000000102
8704,8,0.929999999999993
2688,4,0.240000000000009
4288,5,0.399999999999991
4864,5,0.460000000000008
1088,3,0.0899999999999892
5056,5,0.450000000000003
74,4,0.019999999999996
4672,5,0.430000000000007
6528,7,0.670000000000002
3712,5,0.349999999999994
4096,5,0.390000000000001
3312,5,0.310000000000002
5888,6,0.560000000000002
6272,6,0.640000000000001
5312,6,0.519999999999996
1688,4,0.140000000000001
4864,5,0.469999999999999
2752,5,0.269999999999996
2222,5,0.220000000000013
726,5,0.0699999999999932
2102,5,0.189999999999998
1182,4,0.0900000000000034
2688,4,0.239999999999995
3712,5,0.340000000000003
4544,6,0.459999999999994
6336,7,0.690000000000012
1614,5,0.159999999999997
3136,5,0.319999999999993
441,5,0.0600000000000023
4096,5,0.400000000000006
4288,5,0.409999999999997
896,3,0.0600000000000023
2688,4,0.25
2112,4,0.200000000000003
4760,7,0.489999999999995
4784,7,0.510000000000005
1146,6,0.0999999999999943
3318,6,0.310000000000002
6656,6,0.640000000000001
8320,8,0.890000000000001
3520,5,0.349999999999994
4928,6,0.52000000000001
839,5,0.0699999999999932
3712,5,0.349999999999994
1402,7,0.13000000000001
3571,7,0.349999999999994
3904,5,0.370000000000005
3136,5,0.280000000000001
2014,5,0.189999999999998
2688,4,0.25
3136,5,0.319999999999993
2544,5,0.240000000000009
2112,4,0.209999999999994
894,4,0.0700000000000074
2176,5,0.209999999999994
1372,6,0.120000000000005
5504,6,0.579999999999998
3136,5,0.310000000000002
5504,6,0.569999999999993
4096,5,0.400000000000006
3904,5,0.390000000000001
3328,5,0.310000000000002
2688,4,0.239999999999995
3712,5,0.349999999999994
3072,4,0.280000000000001
383,3,0.0300000000000011
4096,5,0.400000000000006
5120,6,0.5
2352,5,0.209999999999994
3712,5,0.359999999999999
6016,5,0.579999999999998
1560,5,0.140000000000001
2304,4,0.200000000000003
4928,6,0.510000000000005
752,4,0.0699999999999932
4544,6,0.469999999999999
1396,6,0.13000000000001
4672,5,0.449999999999989
2944,5,0.27000000000001
8448,7,0.849999999999994
3520,5,0.359999999999999
3136,5,0.299999999999997
1776,5,0.160000000000011
3712,5,0.359999999999999
2496,4,0.239999999999995
1945,6,0.170000000000002
2752,5,0.280000000000001
3136,5,0.319999999999993
3328,5,0.329999999999998
1482,6,0.150000000000006
2944,5,0.290000000000006
5184,7,0.569999999999993
4544,6,0.469999999999999
1112,4,0.100000000000009
982,5,0.0899999999999892
896,3,0.0900000000000034
463,4,0.0499999999999972
5120,6,0.540000000000006
1534,4,0.140000000000001
2944,5,0.289999999999992
4736,6,0.490000000000009
4928,6,0.5
5360,7,0.560000000000002
1972,6,0.189999999999998
439,5,0.0499999999999972
3328,5,0.329999999999998
3712,5,0.370000000000005
3328,5,0.329999999999998
3712,5,0.390000000000001
5312,6,0.539999999999992
3760,6,0.38000000000001
1780,6,0.170000000000002
5312,6,0.569999999999993
3520,5,0.370000000000005
3136,5,0.329999999999998
5248,5,0.530000000000001
2429,6,0.239999999999995
1365,5,0.120000000000005
5120,6,0.549999999999997
1536,4,0.159999999999997
2525,6,0.260000000000005
1414,4,0.129999999999995
1235,5,0.120000000000005
3520,5,0.379999999999995
5696,6,0.620000000000005
1942,6,0.170000000000002
3328,5,0.329999999999998
3184,6,0.299999999999997
2304,4,0.200000000000003
4672,5,0.450000000000003
5888,6,0.589999999999989
5504,6,0.560000000000002
896,3,0.0700000000000074
5248,5,0.519999999999996
5120,6,0.5
4928,6,0.5
2304,4,0.209999999999994
990,4,0.0900000000000034
4928,6,0.510000000000005
5504,6,0.579999999999998
4864,5,0.489999999999995
3904,5,0.390000000000001
2688,4,0.240000000000009
4288,5,0.409999999999997
704,3,0.0600000000000023
2304,4,0.219999999999999
3520,5,0.340000000000003
1136,4,0.11999999999999
5888,6,0.640000000000001
3904,5,0.390000000000001
3328,5,0.340000000000003
3376,6,0.349999999999994
3760,6,0.390000000000001
4544,6,0.490000000000009
3136,5,0.340000000000003
4864,5,0.489999999999981
4736,6,0.480000000000018
2688,4,0.25
4352,6,0.45999999999998
4544,6,0.460000000000008
3736,6,0.379999999999995
4736,6,0.5
6080,6,0.670000000000016
6848,6,0.759999999999991
3520,5,0.370000000000005
4096,5,0.400000000000006
862,5,0.0900000000000034
4288,5,0.449999999999989
2992,6,0.300000000000011
1200,5,0.109999999999985
2944,5,0.310000000000002
3520,5,0.360000000000014
5120,6,0.560000000000002
1813,5,0.169999999999987
762,6,0.0699999999999932
3328,5,0.349999999999994
3904,5,0.400000000000006
1392,5,0.129999999999995
2944,5,0.330000000000013
8064,7,0.909999999999997
5311,7,0.620000000000005
1774,4,0.180000000000007
990,4,0.109999999999985
3904,5,0.439999999999998
1853,6,0.180000000000007
4352,6,0.5
5120,6,0.590000000000003
479,3,0.0699999999999932
5120,6,0.580000000000013
1470,4,0.139999999999986
5696,6,0.629999999999995
7872,7,0.879999999999995
4480,5,0.480000000000018
883,6,0.0699999999999932
1780,6,0.180000000000007
5696,6,0.639999999999986
4096,5,0.439999999999998
3328,5,0.350000000000023
312,4,0.0300000000000011
4160,6,0.45999999999998
1088,3,0.0999999999999943
4288,5,0.450000000000017
2944,5,0.310000000000002
4928,6,0.560000000000002
4096,5,0.429999999999978
2904,5,0.300000000000011
4480,5,0.449999999999989
1280,3,0.100000000000023
2909,6,0.289999999999992
3312,5,0.330000000000013
3328,5,0.349999999999994
3359,6,0.359999999999985
4736,6,0.52000000000001
2712,5,0.280000000000001
2160,5,0.210000000000008
4736,6,0.509999999999991
3328,5,0.359999999999985
4544,6,0.5
4352,6,0.5
4096,5,0.420000000000016
1344,4,0.129999999999995
3160,6,0.319999999999993
3520,5,0.379999999999995
3520,5,0.400000000000006
1999,6,0.189999999999998
950,5,0.0900000000000034
5504,6,0.590000000000003
1013,6,0.120000000000005
4096,5,0.419999999999987
2700,5,0.260000000000019
2880,4,0.280000000000001
411,5,0.0499999999999829
1117,5,0.0999999999999943
2972,7,0.300000000000011
4288,5,0.439999999999998
1990,6,0.199999999999989
1247,5,0.120000000000005
1728,4,0.150000000000006
5504,6,0.599999999999994
2800,6,0.29000000000002
445,6,0.0499999999999829
3328,5,0.360000000000014
2352,5,0.219999999999999
5120,6,0.549999999999983
3712,5,0.390000000000015
4480,5,0.439999999999998
1558,6,0.150000000000006
2652,7,0.259999999999991
536,4,0.0500000000000114
3895,6,0.399999999999977
5120,6,0.570000000000022
5504,6,0.599999999999994
1227,5,0.120000000000005
3648,4,0.340000000000003
2904,5,0.269999999999982
6464,6,0.650000000000006
5888,6,0.590000000000003
846,5,0.0699999999999932
6848,6,0.710000000000008
2496,4,0.22999999999999
5760,7,0.610000000000014
411,5,0.039999999999992
5696,6,0.569999999999993
4544,6,0.460000000000008
6720,7,0.699999999999989
6399,7,0.710000000000008
4160,6,0.439999999999998
3328,5,0.349999999999994
2752,5,0.29000000000002
2534,5,0.22999999999999
4912,6,0.47999999999999
4288,5,0.420000000000016
4672,5,0.469999999999999
564,5,0.0499999999999829
1972,6,0.180000000000007
3712,5,0.400000000000006
5632,5,0.580000000000013
2880,4,0.269999999999982
2525,6,0.230000000000018
4352,6,0.469999999999999
1776,5,0.189999999999998
3328,5,0.340000000000003
4096,5,0.439999999999998
1398,6,0.139999999999986
3712,5,0.390000000000015
4288,5,0.419999999999987
2160,5,0.210000000000008
3136,5,0.319999999999993
2544,5,0.25
3568,6,0.360000000000014
4352,6,0.45999999999998
2160,5,0.210000000000008
5440,5,0.560000000000002
5440,5,0.539999999999992
2352,5,0.230000000000018
560,4,0.0599999999999739
1200,5,0.100000000000023
3520,5,0.349999999999994
3520,5,0.349999999999994
4544,6,0.490000000000009
3520,5,0.359999999999985
3904,5,0.370000000000005
1246,5,0.110000000000014
3904,5,0.389999999999986
1920,4,0.189999999999998
4120,6,0.430000000000007
3328,5,0.359999999999985
5376,7,0.580000000000013
2880,4,0.289999999999992
1536,4,0.140000000000015
1982,5,0.180000000000007
4672,5,0.449999999999989
3712,5,0.349999999999994
1789,5,0.189999999999998
728,4,0.0600000000000023
5120,6,0.550000000000011
2304,4,0.22999999999999
2774,5,0.25
7040,6,0.710000000000008
4928,6,0.509999999999991
5824,5,0.590000000000003
4480,5,0.439999999999998
4864,5,0.47999999999999
1472,3,0.130000000000024
1885,5,0.169999999999987
3712,5,0.349999999999994
7296,7,0.79000000000002
3072,4,0.289999999999992
74,4,0.0199999999999818
304,3,0.0200000000000102
4480,5,0.420000000000016
704,3,0.0499999999999829
1664,3,0.140000000000015
4864,5,0.45999999999998
920,4,0.0800000000000125
66,3,0.00999999999999091
5888,6,0.580000000000013
5696,6,0.579999999999984
1140,5,0.0900000000000034
3520,5,0.330000000000013
4096,5,0.400000000000006
2688,4,0.259999999999991
5696,6,0.609999999999985
310,4,0.0300000000000011
4288,5,0.400000000000006
3968,6,0.430000000000007
1086,4,0.120000000000005
2544,5,0.239999999999981
3712,5,0.370000000000005
1304,4,0.120000000000005
5888,6,0.610000000000014
6912,7,0.719999999999999
5440,5,0.539999999999992
2112,4,0.199999999999989
4672,5,0.469999999999999
4288,5,0.440000000000026
944,4,0.0799999999999841
2368,5,0.22999999999999
732,5,0.0700000000000216
3508,6,0.319999999999993
4672,5,0.460000000000008
3904,5,0.389999999999986
2880,4,0.280000000000001
5120,6,0.530000000000001
4672,5,0.5
2175,5,0.219999999999999
1597,5,0.159999999999997
4288,5,0.420000000000016
4672,5,0.47999999999999
4096,5,0.409999999999997
312,4,0.039999999999992
4352,6,0.430000000000007
4160,6,0.450000000000017
3183,5,0.299999999999983
1565,6,0.159999999999997
4672,5,0.480000000000018
5120,6,0.539999999999992
2688,4,0.27000000000001
5312,6,0.579999999999984
4544,6,0.509999999999991
1501,5,0.150000000000006
2110,5,0.180000000000007
622,4,0.039999999999992
3904,5,0.370000000000005
3328,5,0.330000000000013
1319,5,0.109999999999985
5500,7,0.560000000000002
4672,5,0.47999999999999
1045,6,0.0900000000000034
10048,8,1.11000000000001
2752,5,0.299999999999983
1503,4,0.150000000000006
5888,6,0.610000000000014
4864,5,0.509999999999991
4928,6,0.509999999999991
3968,6,0.410000000000025
2212,6,0.239999999999981
6720,7,0.700000000000017
4736,6,0.519999999999982
2496,4,0.219999999999999
3712,5,0.370000000000005
990,4,0.0999999999999943
2752,5,0.27000000000001
3328,5,0.340000000000003
1728,4,0.159999999999997
3136,5,0.319999999999993
2669,6,0.260000000000019
4480,5,0.449999999999989
2752,5,0.289999999999992
3199,6,0.330000000000013
5312,6,0.569999999999993
4966,7,0.539999999999992
5120,6,0.580000000000013
4736,6,0.5
3342,6,0.340000000000003
3776,6,0.379999999999995
2136,5,0.219999999999999
3520,5,0.370000000000005
1670,5,0.169999999999987
3328,5,0.330000000000013
3712,5,0.389999999999986
5312,6,0.550000000000011
2944,5,0.289999999999992
2688,4,0.25
4672,5,0.460000000000008
6272,6,0.669999999999987
5120,6,0.52000000000001
5312,6,0.569999999999993
4288,5,0.420000000000016
4480,5,0.429999999999978
1941,6,0.180000000000007
4928,6,0.509999999999991
2741,6,0.280000000000001
1152,4,0.0900000000000034
4928,6,0.52000000000001
540,5,0.0500000000000114
1790,5,0.169999999999987
1856,3,0.150000000000006
5952,7,0.609999999999985
4056,5,0.390000000000015
74,5,0.00999999999999091
2928,5,0.259999999999991
4096,5,0.390000000000015
7296,7,0.77000000000001
2304,4,0.199999999999989
4672,5,0.430000000000007
6080,6,0.599999999999994
2251,6,0.210000000000008
5888,6,0.569999999999993
3375,5,0.319999999999993
2300,6,0.210000000000008
1789,5,0.139999999999986
3904,5,0.370000000000005
8640,7,0.879999999999995
5312,6,0.560000000000002
7616,6,0.819999999999993
6464,6,0.650000000000006
4288,5,0.409999999999997
4352,6,0.439999999999998
411,5,0.0400000000000205
3904,5,0.370000000000005
60,3,0.0199999999999818
4480,5,0.420000000000016
5824,5,0.590000000000003
5120,6,0.519999999999982
3072,4,0.27000000000001
8128,8,0.859999999999985
3904,5,0.380000000000024
3888,5,0.359999999999985
3840,4,0.330000000000013
4096,5,0.389999999999986
5504,6,0.569999999999993
3328,5,0.320000000000022
4864,5,0.469999999999999
6080,6,0.589999999999975
2544,5,0.230000000000018
3136,5,0.310000000000002
4224,4,0.389999999999986
4544,6,0.469999999999999
4864,5,0.469999999999999
6272,6,0.620000000000005
5312,6,0.550000000000011
2332,6,0.22999999999999
5312,6,0.569999999999993
3712,5,0.380000000000024
5184,4,0.469999999999999
3136,5,0.309999999999974
4544,6,0.480000000000018
1520,4,0.120000000000005
4672,5,0.449999999999989
756,5,0.0699999999999932
2861,6,0.260000000000019
752,4,0.0600000000000023
8512,8,0.889999999999986
8256,7,0.860000000000014
2328,5,0.219999999999999
2928,5,0.259999999999991
3072,4,0.280000000000001
3520,5,0.349999999999994
2752,5,0.27000000000001
5696,6,0.599999999999994
5248,5,0.509999999999991
5568,7,0.580000000000013
74,4,0.0199999999999818
2112,4,0.180000000000007
3264,4,0.289999999999992
4480,5,0.439999999999998
3904,5,0.370000000000005
2112,4,0.180000000000007
1472,3,0.120000000000005
4544,6,0.45999999999998
6336,7,0.660000000000025
4672,5,0.449999999999989
5760,7,0.620000000000005
3712,5,0.370000000000005
2880,4,0.269999999999982
3904,5,0.370000000000005
64,3,0.0200000000000387
5888,6,0.579999999999984
4672,5,0.449999999999989
1280,3,0.110000000000014
2304,4,0.199999999999989
5504,6,0.54000000000002
944,4,0.0699999999999932
6528,7,0.649999999999977
2496,4,0.230000000000018
5120,6,0.509999999999991
4480,5,0.439999999999998
4160,6,0.439999999999998
1560,5,0.139999999999986
4736,6,0.490000000000009
2136,5,0.20999999999998
4736,6,0.490000000000009
4096,5,0.400000000000034
3968,6,0.409999999999968
496,3,0.0400000000000205
1693,5,0.159999999999968
4288,5,0.410000000000025
704,3,0.0799999999999841
1206,6,0.100000000000023
2112,4,0.199999999999989
4480,5,0.430000000000007
2496,4,0.240000000000009
4096,5,0.389999999999986
3520,5,0.370000000000005
2496,4,0.25
3200,6,0.319999999999993
2560,5,0.259999999999991
2304,4,0.220000000000027
4736,6,0.479999999999961
3776,6,0.390000000000043
5888,6,0.599999999999966
5312,6,0.560000000000002
1392,5,0.140000000000043
7424,6,0.779999999999973
3712,5,0.389999999999986
3520,5,0.370000000000005
948,5,0.0699999999999932
4352,6,0.439999999999998
7488,7,0.770000000000039
990,4,0.0999999999999659
3904,5,0.379999999999995
3376,6,0.330000000000041
3328,5,0.329999999999984
1728,4,0.170000000000016
5312,6,0.539999999999964
1661,6,0.170000000000016
4480,5,0.420000000000016
944,4,0.0699999999999932
1752,5,0.170000000000016
4528,6,0.45999999999998
2496,4,0.240000000000009
312,4,0.0500000000000114
3884,7,0.359999999999957
2054,5,0.180000000000007
2688,4,0.259999999999991
2944,5,0.28000000000003
2932,6,0.269999999999982
3904,5,0.379999999999995
3328,5,0.319999999999993
3904,5,0.370000000000005
6464,6,0.650000000000034
4480,5,0.449999999999989
3776,6,0.399999999999977
1520,4,0.129999999999995
3712,5,0.370000000000005
4672,5,0.470000000000027
6080,6,0.620000000000005
4736,6,0.529999999999973
7936,8,0.840000000000032
4544,6,0.489999999999952
6016,5,0.600000000000023
3584,6,0.370000000000005
5120,6,0.550000000000011
4096,5,0.419999999999959
5504,6,0.600000000000023
756,5,0.0799999999999841
4544,6,0.460000000000036
1861,6,0.180000000000007
4544,6,0.479999999999961
6080,6,0.660000000000025
2212,6,0.21999999999997
1103,4,0.110000000000014
4736,6,0.5
4096,5,0.420000000000016
2527,5,0.240000000000009
2452,6,0.240000000000009
1728,4,0.169999999999959
2992,6,0.300000000000011
5568,7,0.610000000000014
2496,4,0.259999999999991
3520,5,0.360000000000014
3712,5,0.359999999999957
3072,4,0.29000000000002
3520,5,0.350000000000023
312,4,0.0500000000000114
4672,5,0.45999999999998
3776,6,0.389999999999986
316,4,0.0400000000000205
2560,5,0.259999999999991
1536,4,0.139999999999986
4736,6,0.490000000000009
4544,6,0.470000000000027
5120,6,0.549999999999955
2752,5,0.28000000000003
2944,5,0.300000000000011
2880,4,0.289999999999964
948,5,0.0900000000000318
1176,5,0.109999999999957
4672,5,0.470000000000027
3712,5,0.370000000000005
2048,3,0.180000000000007
3888,5,0.360000000000014
1392,5,0.129999999999995
3968,6,0.409999999999968
1550,5,0.150000000000034
4336,6,0.449999999999989
3136,5,0.300000000000011
1583,4,0.139999999999986
1534,5,0.129999999999995
5312,6,0.550000000000011
4928,6,0.509999999999991
1502,5,0.129999999999995
5312,6,0.550000000000011
1752,5,0.149999999999977
1136,4,0.0900000000000318
4160,6,0.439999999999998
3712,5,0.370000000000005
2496,4,0.21999999999997
2608,6,0.259999999999991
3052,6,0.310000000000002
3392,6,0.360000000000014
944,4,0.089999999999975
4288,5,0.420000000000016
3776,6,0.399999999999977
4480,5,0.440000000000055
8768,6,0.919999999999959
927,4,0.0800000000000409
4928,6,0.509999999999991
1392,5,0.129999999999995
4544,6,0.479999999999961
560,4,0.0500000000000114
2368,5,0.240000000000009
752,4,0.0600000000000023
3328,5,0.329999999999984
6336,7,0.730000000000018
3520,5,0.350000000000023
566,5,0.0499999999999545
1920,4,0.189999999999998
3136,5,0.300000000000011
2304,4,0.230000000000018
4096,5,0.409999999999968
1630,5,0.150000000000034
3328,5,0.329999999999984
3798,6,0.379999999999995
4736,6,0.520000000000039
5312,6,0.549999999999955
7296,7,0.770000000000039
1560,5,0.159999999999968
3487,5,0.350000000000023
4928,6,0.519999999999982
4928,6,0.519999999999982
2496,4,0.25
5312,6,0.550000000000011
4672,5,0.470000000000027
4032,4,0.389999999999986
1717,6,0.170000000000016
3904,5,0.389999999999986
439,5,0.0500000000000114
4544,6,0.46999999999997
6720,7,0.740000000000009
3136,5,0.319999999999993
7872,7,0.890000000000043
4672,5,0.45999999999998
3520,5,0.370000000000005
4096,5,0.379999999999995
4864,5,0.45999999999998
4096,5,0.400000000000034
3376,6,0.359999999999957
4160,6,0.439999999999998
1536,4,0.150000000000034
3328,5,0.310000000000002
3174,6,0.300000000000011
2112,4,0.189999999999998
5312,6,0.549999999999955
3904,5,0.390000000000043
4288,5,0.409999999999968
7232,6,0.720000000000027
3520,5,0.349999999999966
2112,4,0.189999999999998
2520,5,0.25
6720,7,0.740000000000009
5312,6,0.54000000000002
512,3,0.0400000000000205
3328,5,0.319999999999993
990,4,0.089999999999975
3184,6,0.319999999999993
7488,7,0.759999999999991
1597,5,0.160000000000025
3456,4,0.300000000000011
3136,5,0.310000000000002
1968,5,0.180000000000007
2160,5,0.20999999999998
4096,5,0.409999999999968
2160,5,0.200000000000045
1776,5,0.159999999999968
1742,5,0.160000000000025
626,6,0.0500000000000114
3136,5,0.310000000000002
2496,4,0.239999999999952
4736,6,0.510000000000048
2368,5,0.239999999999952
7296,7,0.770000000000039
3136,5,0.310000000000002
4544,6,0.490000000000009
2304,4,0.229999999999961
1968,5,0.189999999999998
1396,6,0.120000000000005
4928,6,0.53000000000003
5504,6,0.579999999999984
4544,6,0.46999999999997
3332,7,0.32000000000005
4864,5,0.489999999999952
3904,5,0.379999999999995
1206,5,0.120000000000005
3352,6,0.340000000000032
5888,6,0.639999999999986
1302,5,0.139999999999986
540,5,0.0600000000000023
3376,6,0.330000000000041
2304,4,0.21999999999997
3328,5,0.329999999999984
3376,6,0.340000000000032
4544,6,0.479999999999961
2992,6,0.32000000000005
2776,6,0.289999999999964
728,4,0.0800000000000409
3520,5,0.349999999999966
1405,5,0.129999999999995
3904,5,0.379999999999995
2688,4,0.240000000000009
5504,6,0.590000000000032
752,4,0.0799999999999841
1140,5,0.110000000000014
5504,6,0.549999999999955
1470,4,0.129999999999995
1294,4,0.110000000000014
5504,6,0.550000000000011
4928,6,0.5
1693,5,0.149999999999977
1573,5,0.130000000000052
4288,5,0.409999999999968
3172,6,0.300000000000011
3328,5,0.319999999999993
4544,6,0.45999999999998
5888,6,0.629999999999995
3456,4,0.32000000000005
4544,6,0.46999999999997
4736,6,0.480000000000018
3568,6,0.370000000000005
911,4,0.0799999999999841
4480,5,0.420000000000016
5312,6,0.549999999999955
2688,4,0.230000000000018
2304,4,0.210000000000036
3376,6,0.339999999999975
1920,4,0.180000000000007
950,5,0.089999999999975
1494,5,0.129999999999995
3264,4,0.300000000000011
5504,6,0.569999999999993
1588,6,0.150000000000034
566,5,0.0600000000000023
4672,5,0.45999999999998
3520,5,0.360000000000014
2560,5,0.25
3904,5,0.379999999999995
4480,5,0.45999999999998
2944,5,0.310000000000002
1200,5,0.110000000000014
2544,5,0.25
3328,5,0.339999999999975
5696,6,0.600000000000023
1920,4,0.20999999999998
4736,6,0.5
2112,4,0.200000000000045
5696,6,0.609999999999957
4288,5,0.449999999999989
3376,6,0.350000000000023
1398,6,0.139999999999986
3328,5,0.340000000000032
3968,6,0.419999999999959
3136,5,0.330000000000041
5056,5,0.5
7808,6,0.870000000000005
3136,5,0.329999999999984
2304,4,0.21999999999997
3136,5,0.32000000000005
4160,6,0.439999999999998
3160,6,0.329999999999984
3520,5,0.360000000000014
5056,5,0.5
3520,5,0.339999999999975
2462,5,0.230000000000018
4736,6,0.479999999999961
6464,6,0.670000000000016
2342,5,0.230000000000018
2944,5,0.300000000000011
3264,4,0.329999999999984
5440,5,0.519999999999982
284,4,0.0200000000000387
7680,7,0.789999999999964
74,5,0.0200000000000387
314,5,0.0199999999999818
5056,5,0.46999999999997
4672,5,0.450000000000045
3184,6,0.289999999999964
3904,5,0.370000000000005
5440,5,0.560000000000002
3712,5,0.370000000000005
4480,5,0.430000000000007
6272,6,0.649999999999977
3520,5,0.370000000000005
3328,5,0.340000000000032
1597,5,0.149999999999977
5504,6,0.550000000000011
66,3,0.0199999999999818
2496,4,0.210000000000036
3904,5,0.379999999999995
896,3,0.0699999999999932
5696,6,0.560000000000002
2352,5,0.20999999999998
8256,7,0.819999999999993
726,5,0.0799999999999841
2352,5,0.200000000000045
1885,5,0.180000000000007
948,5,0.0600000000000023
4288,5,0.42999999999995
5440,5,0.54000000000002
6912,7,0.720000000000027
6336,7,0.689999999999998
383,3,0.0499999999999545
896,3,0.0600000000000023
4504,6,0.470000000000027
2880,4,0.259999999999991
6272,6,0.670000000000016
4928,6,0.539999999999964
5120,6,0.54000000000002
4144,6,0.45999999999998
2304,4,0.220000000000027
3520,5,0.339999999999975
2880,4,0.270000000000039
6144,7,0.629999999999995
2160,5,0.21999999999997
1344,4,0.120000000000005
5120,6,0.54000000000002
4096,5,0.399999999999977
5632,5,0.569999999999993
3328,5,0.319999999999993
4928,6,0.510000000000048
2496,4,0.229999999999961
6272,6,0.670000000000016
2928,5,0.29000000000002
316,5,0.0399999999999636
2944,5,0.310000000000002
3904,5,0.360000000000014
5504,6,0.53000000000003
2880,4,0.259999999999991
48,2,0.0199999999999818
4864,5,0.449999999999989
4288,5,0.400000000000034
7488,7,0.759999999999991
1140,5,0.089999999999975
3264,4,0.29000000000002
3904,5,0.370000000000005
