Evaluations,Played,Time
1182,4,0.23
3197,5,0.32
9856,6,1.02
9472,6,0.99
3069,6,0.33
10368,7,1.15
5342,6,0.59
3485,6,0.350000000000001
5341,6,0.44
9216,7,0.96
4608,4,0.4
13312,6,1.29
3840,4,0.369999999999999
9088,6,0.950000000000001
7552,6,0.76
9856,6,1.01
9472,6,0.99
5888,5,0.549999999999999
8704,6,0.940000000000001
1816,4,0.139999999999999
3325,6,0.32
5504,5,0.6
8704,6,0.930000000000001
2712,5,0.299999999999999
3072,4,0.289999999999999
7808,5,0.720000000000002
9472,6,0.919999999999998
13056,7,1.4
7552,6,0.809999999999999
5888,5,0.609999999999999
5504,5,0.600000000000001
7552,6,0.82
2630,6,0.219999999999999
4352,5,0.460000000000001
8320,6,0.93
2751,5,0.279999999999998
3342,5,0.370000000000001
11520,7,1.3
2328,5,0.25
4352,5,0.449999999999999
8704,6,0.859999999999999
4760,6,0.510000000000002
9728,5,1.01
2688,4,0.300000000000001
12288,7,1.4
6350,6,0.699999999999999
2688,4,0.300000000000001
4736,5,0.52
3005,5,0.280000000000001
6656,5,0.68
7424,5,0.789999999999999
7040,5,0.729999999999997
5504,5,0.580000000000005
7552,6,0.789999999999999
4109,5,0.439999999999998
7168,6,0.789999999999999
3149,5,0.280000000000001
1944,5,0.18
6784,6,0.740000000000002
2688,4,0.299999999999997
8320,6,0.890000000000001
5888,5,0.640000000000001
7168,6,0.780000000000001
7808,5,0.829999999999998
11392,6,1.21
4062,5,0.399999999999999
8192,5,0.789999999999999
8192,5,0.760000000000005
8320,6,0.899999999999999
2429,5,0.269999999999996
2862,5,0.270000000000003
6016,6,0.659999999999997
1790,4,0.140000000000001
10240,6,1.03
8960,5,0.840000000000003
4608,4,0.409999999999997
1052,5,0.100000000000001
5120,5,0.5
9088,6,0.949999999999996
7552,6,0.790000000000006
1408,3,0.0999999999999943
4992,4,0.440000000000005
15104,8,1.6
66,3,0.0399999999999991
5504,5,0.5
7040,5,0.669999999999995
4608,4,0.410000000000004
12672,7,1.33
13056,7,1.35
1816,4,0.149999999999999
78,5,0.0200000000000031
14208,7,1.47
6272,5,0.589999999999996
5888,5,0.539999999999999
5760,4,0.520000000000003
1408,3,0.100000000000001
8216,6,0.839999999999996
8960,5,0.960000000000001
7424,5,0.710000000000008
8704,6,0.839999999999989
6656,5,0.710000000000008
4992,4,0.539999999999992
1460,5,0.170000000000002
6272,5,0.680000000000007
6784,6,0.700000000000003
6400,6,0.709999999999994
7424,5,0.709999999999994
4656,5,0.400000000000006
7936,6,0.859999999999999
5144,6,0.579999999999998
5120,5,0.560000000000002
7168,6,0.810000000000002
4608,4,0.439999999999998
5504,5,0.579999999999998
12672,7,1.3
9088,6,0.88000000000001
7552,6,0.849999999999994
4352,5,0.469999999999999
10240,6,1.17
568,4,0.120000000000005
7552,6,0.780000000000001
5912,6,0.640000000000001
6192,5,0.569999999999993
3456,4,0.280000000000001
7808,5,0.799999999999997
1072,4,0.180000000000007
4224,4,0.449999999999989
7936,6,0.88000000000001
8704,6,0.86999999999999
9088,6,0.890000000000001
7040,5,0.680000000000007
14592,7,1.48999999999999
8192,5,0.810000000000002
791,4,0.0900000000000034
10752,7,1.14
8320,6,0.840000000000003
13056,7,1.33
11008,6,1.09999999999999
4608,4,0.390000000000001
72,5,0.019999999999996
14976,7,1.46000000000001
8448,4,0.819999999999993
3328,3,0.280000000000001
3328,3,0.27000000000001
9856,6,0.969999999999999
4992,4,0.469999999999999
5504,5,0.539999999999992
4992,4,0.450000000000003
8704,6,0.920000000000002
4224,4,0.409999999999997
7936,6,0.840000000000003
8320,6,0.879999999999995
11008,6,1.11
64,3,0.0300000000000011
4736,5,0.409999999999997
7040,5,0.670000000000002
5504,5,0.510000000000005
4608,4,0.409999999999997
