Evaluations,Played,Time
16640,6,1.060066
9725,6,0.544034
18176,6,0.95606
18944,6,0.988061
13352,6,0.740047000000001
21248,6,1.176073
22528,5,1.312082
19576,6,1.212076
20480,6,1.160072
18944,6,1.132071
18176,6,1.008063
19712,6,1.092068
12604,6,0.708045
4734,6,0.240015
16895,6,1.048065
4728,5,0.308019
26624,6,1.444091
18688,5,0.972060000000003
20480,6,1.196075
26624,6,1.728108
3704,4,0.196012
5240,4,0.252016000000001
16640,6,1.020064
21248,6,1.168073
16384,5,0.896056000000002
17528,7,1.048065
3970,6,0.252016000000001
11008,5,0.672042000000001
13552,6,0.704044
3066,6,0.200012999999998
18176,6,0.944059000000003
7032,5,0.416025999999999
16640,6,1.008063
5496,5,0.324020000000001
23416,6,1.43609
12544,5,0.820050999999999
22016,6,1.332083
15616,5,0.840052999999997
18176,6,0.980060999999999
28928,6,1.70810700000001
22016,6,1.256078
16640,6,0.956060000000001
16640,6,1.004063
2880,5,0.112006999999998
10104,5,0.540033000000001
11776,5,0.688043
15872,6,0.952059999999996
4189,5,0.328020000000002
13312,5,0.780048999999998
18176,6,1.008063
26624,6,1.568098
18176,6,0.988062000000006
9216,4,0.476029999999994
24320,6,1.36008500000001
18688,5,1.012063
8568,5,0.404024999999997
22016,6,1.372086
5245,5,0.344020999999998
21248,6,1.304082
3072,6,0.144009000000004
11896,6,0.740046
16640,6,1.012063
24320,6,1.560098
5116,5,0.680042
22784,6,1.408088
10872,5,0.596038
14848,5,0.820051000000007
23552,6,1.41608799999999
10240,5,0.640039999999999
4390,5,0.324021000000002
22016,6,1.388086
17152,5,1.00806299999999
14064,5,0.884056000000001
17408,6,1.10406900000001
3864,6,0.256016000000002
31488,7,2.00812499999999
21248,6,1.292081
22784,6,1.42408900000001
7294,5,0.480029999999999
10752,4,0.708044000000001
17408,6,1.016064
6264,5,0.424025999999998
15616,5,0.912057000000004
16640,6,0.932057999999998
20480,6,1.14007199999999
5496,5,0.300018000000009
18944,6,1.204076
3447,5,0.204011999999992
14204,7,0.77204900000001
3453,4,0.604036999999991
9276,5,0.492030999999997
14848,5,0.812051000000011
14200,6,0.848052999999993
18808,6,1.164073
18176,6,1.18007300000001
12288,4,0.688042999999993
16384,5,0.944058999999996
12664,6,0.824052000000009
9984,4,0.612037999999998
16444,6,0.932057999999998
14592,4,0.836052999999993
16927,6,1.00006200000001
19712,6,1.12807099999999
14848,5,0.900056000000006
28928,6,1.68810499999999
20992,5,1.232077
13312,5,0.756047999999993
19968,7,1.16807300000001
16640,6,0.932057999999998
25600,5,1.592099
2940,5,0.140008999999992
15616,5,0.852052999999998
11008,5,0.61203900000001
19712,6,1.080067
26112,7,1.52809599999999
11766,6,0.644040000000004
22016,6,1.24807800000001
21248,6,1.24807799999999
4854,6,0.252015999999998
16384,5,0.960059999999999
25088,6,1.50409400000001
18040,6,1.000062
13312,5,0.780048999999991
15616,5,0.868054000000001
18176,6,1.056066
16640,6,0.884055000000004
13312,5,0.812050999999997
27648,7,1.57209800000001
3109,5,0.588037
22016,6,1.28407999999999
14592,4,0.77204900000001
25088,6,1.464091
12016,6,0.612037999999998
5116,5,0.708044999999998
22016,6,1.228076
32512,8,1.856116
17408,6,0.912057000000004
20224,5,1.14407199999999
19712,6,1.204075
6912,4,0.416025999999988
13312,5,0.70404400000001
17152,5,0.904056999999995
8568,5,0.528032999999994
9456,5,0.484030000000018
19712,6,1.052066
21248,6,1.176073
18944,6,1.04406499999999
12664,6,0.724046000000016
16640,6,0.944058999999982
22784,6,1.34008300000002
20480,6,1.17207399999998
10240,5,0.608037999999993
17920,5,0.972060000000027
14968,6,0.856053999999972
