Evaluations,Played,Time
13600,6,0.80805
9200,5,0.416026
13360,7,0.628039
14560,7,0.744047
10400,5,0.468029
11246,7,0.504032
13600,6,0.65204
8360,6,0.368023
4138,7,0.584037
22200,7,1.156072
4364,8,0.168011
14800,6,0.704044
5530,6,0.220013
6000,4,0.256016
21600,7,1.10807
7524,7,0.32002
16400,5,0.828051
5883,6,0.716044999999999
13600,6,0.692043
19200,7,1.008063
19200,7,1.020064
10000,6,0.47203
14560,7,0.748045999999999
6930,7,0.308020000000001
1646,6,0.088004999999999
16000,6,0.856054
16600,6,0.876054000000002
12400,6,0.604037999999999
19600,6,1.068067
11800,6,0.588037
23400,7,1.240077
17444,8,0.896056000000002
8960,6,0.420026
6200,5,0.268017
19000,6,1.012063
20800,6,1.11607
16200,7,0.840053000000001
20000,8,1.036064
21600,7,1.176074
18000,7,0.956060000000001
8964,7,0.424025999999998
19800,7,1.060066
14200,6,0.720044999999999
9320,6,0.428027
22400,8,1.240078
13120,7,0.656040999999998
13000,6,0.636039000000004
16800,7,0.904056999999995
14800,6,0.732046000000004
19000,6,0.980060999999999
16920,8,0.892055999999997
7315,7,0.388024000000001
16120,7,0.860053999999998
424,4,0.0400020000000012
14800,6,0.752047000000005
24000,7,1.368086
19800,7,1.064066
4898,8,0.216014000000001
14200,6,0.708044000000001
10360,7,0.476030000000002
15040,7,0.744045999999997
21600,7,1.192075
14560,7,0.760047
6360,5,0.272016999999998
13000,6,0.692042999999998
14800,6,0.768048
16600,6,0.876055000000001
15160,7,0.744047000000002
18000,7,0.980060999999999
16200,7,0.848053
11324,8,0.540033999999999
11200,6,0.552033999999999
11800,6,0.580036
12400,6,0.616039000000001
6920,6,0.296018000000004
15050,8,0.820051999999997
10360,7,0.536033000000003
16000,6,0.852052999999998
11364,7,0.544034000000003
18000,7,0.976060999999994
13120,7,0.700044000000005
5517,7,0.316019999999995
18600,7,0.964060000000003
8254,7,0.340021
4328,6,0.176010999999995
13724,8,0.688043
19200,7,1.056066
12400,6,0.604038000000003
18040,7,0.976061000000001
18000,7,0.992061999999997
13120,7,0.692043000000005
18244,9,0.99206199999999
18000,7,0.976061000000001
23000,8,1.348085
13726,8,0.744046000000012
9200,5,0.476029999999994
10000,6,0.524033000000003
21000,7,1.13207
21000,7,1.160073
15160,7,0.756046999999995
9920,6,0.452028000000013
10520,6,0.512031999999991
19920,8,1.056066
4320,5,0.184011999999996
12200,5,0.62403900000001
13240,7,0.64403999999999
13360,7,0.724045000000004
7160,6,0.332020999999997
9200,5,0.440027999999998
19600,6,1.084067
