Evaluations,Played,Time
742,4,0.224014
1597,5,0.120007
1822,5,0.144009
1311,4,0.100006
6080,6,0.47203
4983,5,0.408025
2293,5,0.192012
5632,5,0.452029
4511,5,0.344021
9920,6,0.80405
8192,6,0.664042
7424,6,0.592037
5760,4,0.424026
3326,5,0.268017
2880,4,0.228014
7424,6,0.628039999999999
4672,5,0.380023
4288,5,0.332021
1693,5,0.144009
6272,6,0.508032
2684,6,0.224014
4672,5,0.416026
5656,6,0.492030999999999
7232,6,0.612038
2206,5,0.172010999999999
5632,5,0.424026000000001
6272,6,0.532033
4143,5,0.352022
1789,5,0.152009999999999
6400,5,0.544034
7808,6,0.708044000000001
4672,5,0.388024
2077,5,0.15601
5824,5,0.480029999999999
2717,6,0.224014
7424,6,0.636039999999999
1770,5,0.152009
4096,5,0.348022
5888,6,0.512032
6656,6,0.612038000000002
2293,5,0.184011999999999
4864,5,0.412026000000001
7040,6,0.612037999999998
7552,5,0.620039000000002
4928,6,0.420026
5248,5,0.432026999999998
6208,5,0.536033
7832,7,0.716045000000001
6208,5,0.516031999999999
2300,6,0.188012000000001
6656,6,0.560034999999999
4504,6,0.400024999999999
6382,7,0.568036000000003
7488,7,0.660041
3469,6,0.292017999999999
6080,6,0.528033000000001
6080,6,0.504031999999999
5248,5,0.460028000000001
4864,5,0.408026
6080,6,0.512032000000001
3328,5,0.300018999999999
2773,5,0.228013999999998
4672,5,0.384024
3326,5,0.280017000000001
3974,5,0.324021000000002
2173,5,0.168009999999999
6848,6,0.568035999999999
7296,7,0.612038000000002
5632,5,0.476029999999998
6016,5,0.504031000000001
6592,5,0.552035
6656,6,0.572035
5482,7,0.428027
3412,6,0.272016999999998
8000,6,0.64404
5184,4,0.396025000000002
4864,5,0.376023999999997
6656,6,0.544034000000003
5056,5,0.396023999999997
1398,5,0.108007000000001
5760,4,0.440027999999998
4800,4,0.348021000000003
7808,6,0.616039000000001
66,3,0.0200010000000006
3648,4,0.252015999999998
1520,4,0.112006999999998
4672,5,0.356022000000003
1472,3,0.112006999999998
7168,5,0.560034999999999
